,Type,CompanyName,ServiceType,ServiceTypeDetail,ListDate,FiscalMonth,CEO,Location,CompanyCode
파커스,코스닥,파커스,반도체 제조업,"프린터 부품, LED 조명기기,및 헬스케어 제품 제조업체",2002-07-16,12월,박창식,충청남도,65690
한샘,유가증권,한샘,생활용품 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매",2002-07-16,12월,최양하,경기도,9240
한프,코스닥,한프,컴퓨터 및 주변장치 제조업,OPC Drum,2002-07-16,12월,김형남,제주특별자치도,66110
서울리거,코스닥,서울리거,기타 전문 도매업,모바일 주변 기기류,2002-07-11,12월,이재규,서울특별시,43710
홈센타홀딩스,코스닥,홈센타홀딩스,기타 전문 도매업,"건축자재,레미콘",2002-07-11,12월,박 병 윤,대구광역시,60560
아비코전자,코스닥,아비코전자,전자부품 제조업,"전자저항기, 전자인덕터",2002-07-03,12월,김창수,경기도,36010
큐렉소,코스닥,큐렉소,기타 상품 전문 소매업,"만화단행본, 정기간행물",2002-07-03,12월,이재준,서울특별시,60280
제낙스,코스닥,제낙스,1차 철강 제조업,"2차전지,금속섬유,스테인레스 와이어",2002-06-27,12월,신이현,부산광역시,65620
이그잭스,코스닥,이그잭스,전자부품 제조업,화학제품 및 전자재료,2002-06-25,12월,정집훈,충청남도,60230
옴니텔,코스닥,옴니텔,소프트웨어 개발 및 공급업,"모바일방송, 모바일컨텐츠",2002-06-18,12월,김상우,서울특별시,57680
우원개발,코스닥,우원개발,기반조성 및 시설물 축조관련 전문공사업,토공사,2002-06-18,12월,김기영,서울특별시,46940
신세계건설,유가증권,신세계건설,건물 건설업,"토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역",2002-06-17,12월,윤명규,서울특별시,34300
인선이엔티,코스닥,인선이엔티,폐기물 처리업,건축폐기물처리,2002-06-14,12월,이준길,경기도,60150
전파기지국,코스닥,전파기지국,전기 통신업,공용기지국건설/관리,2002-06-04,12월,"장석하, 김문환(각자대표이사)",서울특별시,65530
SM Life Design,코스닥,SM Life Design,기록매체 복제업,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제",2002-05-30,12월,한세민,경기도,63440
우신시스템,유가증권,우신시스템,특수 목적용 기계 제조업,"자동차차체자동화용접조립라인,용접설비,자동용접장비 제조,판매",2002-05-28,12월,허우영,서울특별시,17370
지어소프트,코스닥,지어소프트,소프트웨어 개발 및 공급업,"Mobile Solution & Platform, Internet GIS,  Mobile Service",2002-05-28,12월,"오형돈,박승준(공동대표이사)",서울특별시,51160
지엔코,코스닥,지엔코,봉제의복 제조업,"캐쥬얼의류(SPORT-REPLAY, Thursday Island)",2002-05-28,12월,김석주 장지혁 (각자대표이사),서울특별시,65060
셀루메드,코스닥,셀루메드,기초 의약물질 및 생물학적 제제 제조업,"의료기기, 바이오시밀러 및 헬스케어사업",2002-05-23,12월,유인수,서울특별시,49180
KH바텍,코스닥,KH바텍,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)",2002-05-21,12월,남광희,경상북도,60720
알에프텍,코스닥,알에프텍,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리",2002-05-16,12월,이진형,경기도,61040
에스폴리텍,코스닥,에스폴리텍,플라스틱제품 제조업,유무선 통신용 소프트웨어,2002-05-16,12월,이혁렬,충청북도,50760
이랜텍,코스닥,이랜텍,전자부품 제조업,Battery Pack,2002-05-09,12월,이세용,경기도,54210
라이브플렉스,코스닥,라이브플렉스,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,12월,김병진,서울특별시,50120
케이피티유,코스닥,케이피티유,기타 금속 가공제품 제조업,"Vacuum Treatment, Plasma Surface Treatment",2002-04-25,12월,박준영,경기도,54410
3S,코스닥,3S,특수 목적용 기계 제조업,반도체 웨이퍼 캐리어,2002-04-23,03월,박종익,서울특별시,60310
LG전자,유가증권,LG전자,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",2002-04-22,12월,"조성진, 정도현",서울특별시,66570
화일약품,코스닥,화일약품,의약품 제조업,의약품 원료,2002-04-18,12월,"조중명,박필준",경기도,61250
오상자이엘,코스닥,오상자이엘,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",CATIA Solution,2002-04-09,12월,"이극래,이동현(각자대표)",인천광역시,53980
한국콜마홀딩스,유가증권,한국콜마홀딩스,기타 금융업,"화장품,의약부외품의 주문자표시 제조,도매",2002-04-09,12월,"윤동한, 김병묵",세종특별자치시,24720
농우바이오,코스닥,농우바이오,작물 재배업,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등",2002-04-02,12월,이병각,경기도,54050
케이엘넷,코스닥,케이엘넷,전기 통신업,EC/EDI,2002-03-12,12월,"강범구, 정지원 (각자 대표이사)",서울특별시,39420
S&T모티브,유가증권,S&T모티브,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",2002-03-11,12월,유기준,부산광역시,64960
에스티아이,코스닥,에스티아이,특수 목적용 기계 제조업,"Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템",2002-02-28,12월,"서인수, 이우석 (각자대표)",경기도,39440
잉크테크,코스닥,잉크테크,기타 화학제품 제조업,"잉크젯 프린터용 잉크카트리지, 재충전 잉크",2002-02-28,12월,정광춘,경기도,49550
대한뉴팜,코스닥,대한뉴팜,의약품 제조업,"동물약품, 인체약품, 유아용품",2002-02-26,12월,"이완진, 이영섭(각자대표)",경기도,54670
씨티씨바이오,코스닥,씨티씨바이오,생활용품 도매업,"동물용항병원성제품, 생균효소제",2002-02-21,12월,"조호연, 성기홍",서울특별시,60590
인탑스,코스닥,인탑스,통신 및 방송 장비 제조업,휴대전화기용부품,2002-02-21,12월,"김근하, 정사진(각자대표)",경기도,49070
KT서브마린,코스닥,KT서브마린,전기 및 통신 공사업,해저케이블등의 건설 및 유지보수 업무,2002-02-15,12월,이철규,부산광역시,60370
피씨디렉트,코스닥,피씨디렉트,기계장비 및 관련 물품 도매업,"스토리지(HDD), 프로세서(CPU), Memory, Monitor등",2002-02-15,12월,서대식,서울특별시,51380
현진소재,코스닥,현진소재,기타 금속 가공제품 제조업,선박용 엔진부품,2002-02-15,12월,이창규,부산광역시,53660
광주신세계,유가증권,광주신세계,종합 소매업,백화점,2002-02-07,12월,최민도,광주광역시,37710
구영테크,코스닥,구영테크,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등,2002-02-07,12월,"이희화, 김성복",대구광역시,53270
한국기업평가,코스닥,한국기업평가,기타 사업지원 서비스업,"신용평가, 컨설팅, 위험관리솔루션",2002-02-07,12월,김기범,서울특별시,34950
뉴보텍,코스닥,뉴보텍,플라스틱제품 제조업,"고강성 PVC DC, HDPE 등",2002-02-05,12월,황문기,강원도,60260
동양에스텍,코스닥,동양에스텍,1차 철강 제조업,"열연박판, 열연후판, 무늬강판",2002-02-05,12월,조남욱,대전광역시,60380
백금T&A,코스닥,백금T&A,통신 및 방송 장비 제조업,레이더디텍터,2002-02-05,12월,임학규,경기도,46310
슈펙스비앤피,코스닥,슈펙스비앤피,생활용품 도매업,"PCB생산 장비 제조(로더, 언로더, 레이업시스템 등)",2002-02-05,12월,윤강혁,경기도,58530
고려신용정보,코스닥,고려신용정보,기타 사업지원 서비스업,"채권추심, 신용조사",2002-01-31,12월,윤태훈,서울특별시,49720
제일바이오,코스닥,제일바이오,의약품 제조업,동물사료첨가제,2002-01-24,12월,심광경,경기도,52670
서울반도체,코스닥,서울반도체,반도체 제조업,"Display, Chip LED, Lamp",2002-01-17,12월,"이정훈, 유현종(각자대표)",경기도,46890
아가방컴퍼니,코스닥,아가방컴퍼니,생활용품 도매업,유아용 의류 및 용품,2002-01-17,12월,신상국,서울특별시,13990
일야,코스닥,일야,통신 및 방송 장비 제조업,"컴퓨터, 복사기 등의 부품",2002-01-17,12월,강정훈,인천광역시,58450
미코,코스닥,미코,반도체 제조업,반도체 및 디스플레이 부품 제조,2002-01-15,12월,여문원,경기도,59090
에이앤티앤,코스닥,에이앤티앤,기계장비 및 관련 물품 도매업,"중대형 서버, 시스템 S/W",2002-01-15,12월,최기용,서울특별시,50320
유신,코스닥,유신,"건축기술, 엔지니어링 및 관련 기술 서비스업",토목설계 및 감리,2002-01-15,12월,"전경수, 성낙일(각자대표)",서울특별시,54930
프럼파스트,코스닥,프럼파스트,플라스틱제품 제조업,주택건설용 플라스틱 배관,2002-01-15,12월,원재희,대전광역시,35200
한국컴퓨터,코스닥,한국컴퓨터,전자부품 제조업,LCD Module용 부품,2002-01-15,12월,강창귀,경상북도,54040
대동스틸,코스닥,대동스틸,1차 철강 제조업,"열연박판, 후판, 무늬강판 외",2002-01-10,12월,임형기 임주희(각자대표이사),인천광역시,48470
레드로버,코스닥,레드로버,"영화, 비디오물, 방송프로그램 제작 및 배급업","콘텐츠제작, 4D 시네마 시스템 및 영상관 구축, 3D융합, 3D HW, 3D SW, VR",2002-01-10,12월,김만수,서울특별시,60300
링네트,코스닥,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration),2002-01-10,12월,이주석,서울특별시,42500
제이웨이,코스닥,제이웨이,"영화, 비디오물, 방송프로그램 제작 및 배급업","VOD서비스, 대리운전프로그램",2002-01-10,12월,이인범,광주광역시,58420
큐로컴,코스닥,큐로컴,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합, 지능형교통시스템",2002-01-10,12월,조중기,서울특별시,40350
팬스타엔터프라이즈,코스닥,팬스타엔터프라이즈,일반 목적용 기계 제조업,자동차 정비용 리프트,2002-01-10,12월,"김현겸, 최영학 각자대표",부산광역시,54300
피앤텔,코스닥,피앤텔,통신 및 방송 장비 제조업,이동전화단말기 케이스,2002-01-10,12월,"임수근,박상현",서울특별시,54340
한빛소프트,코스닥,한빛소프트,소프트웨어 개발 및 공급업,"게임(스타크래프트 등), 교육, 솔루션",2002-01-10,12월,김유라,서울특별시,47080
일진디스플,유가증권,일진디스플,반도체 제조업,"박막액정표시장치(TFT-LCD) 패널,LT(리튬탄탈에이트)웨이퍼,분말야금제품(초고압용공구),보석다이아몬드 제조,판매/종합건설",2002-01-09,12월,대표이사 최 치 영,충청북도,20760
NHN한국사이버결제,코스닥,NHN한국사이버결제,기타 정보 서비스업,전자결제서비스업,2002-01-08,12월,박준석,서울특별시,60250
금강철강,코스닥,금강철강,1차 철강 제조업,"냉연압연강판, 산세코일",2002-01-04,12월,"주광남, 주성호(각자 대표)",서울특별시,53260
룽투코리아,코스닥,룽투코리아,소프트웨어 개발 및 공급업,"CTI 콜센타, VoiceGood, WIN-CARD",2002-01-04,12월,양 성 휘,서울특별시,60240
포스링크,코스닥,포스링크,기타 전문 도매업,"석탄도매,통신공사외",2002-01-04,12월,조준영,경기도,56730
SKC 솔믹스,코스닥,SKC 솔믹스,전자부품 제조업,반도체용 파인세라믹제품,2001-12-26,12월,오준록,경기도,57500
동아화성,코스닥,동아화성,고무제품 제조업,자동차용 고무부품,2001-12-26,12월,"임경식, 성락제",경상남도,41930
비츠로시스,코스닥,비츠로시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","원방감시제어시스템, 분산제어시스템",2001-12-26,03월,변석재,서울특별시,54220
오리엔탈정공,코스닥,오리엔탈정공,일반 목적용 기계 제조업,"조선해양구조물 및 조선해양기계품 제작,",2001-12-26,12월,박세철,부산광역시,14940
필룩스,유가증권,필룩스,전자부품 제조업,"전자부품(페라이트코아,트랜스포머,데코램프) 제조/온라인정보 제공/부동산 임대",2001-12-26,12월,안원환,경기도,33180
크로바하이텍,코스닥,크로바하이텍,반도체 제조업,"트랜스포머, 코일",2001-12-20,12월,양유승,충청북도,43590
리노공업,코스닥,리노공업,전자부품 제조업,"리노핀, 반도체 소켓 등",2001-12-18,12월,이채윤,부산광역시,58470
성우테크론,코스닥,성우테크론,전자부품 제조업,"리드프레임가공, 반도체 장비",2001-12-18,12월,박찬홍,경상남도,45300
에스에프에이,코스닥,에스에프에이,특수 목적용 기계 제조업,"반도체, Display 제조설비 및 공장자동화기기",2001-12-18,12월,김영민,경기도,56190
신화인터텍,코스닥,신화인터텍,플라스틱제품 제조업,디스플레이 BLU용 광학필름,2001-12-13,12월,김학태,충청남도,56700
엑사이엔씨,코스닥,엑사이엔씨,실내건축 및 건축마무리 공사업,고주파고압변성기(FBT : Flyback Transformer),2001-12-13,12월,"구자극, 원종일 (각자 대표이사)",서울특별시,54940
평화정공,코스닥,평화정공,자동차 신품 부품 제조업,"자동차용 도어랫치, 도어힌지",2001-12-13,12월,"김상태, 이재승(각자대표이사)",대구광역시,43370
종근당바이오,유가증권,종근당바이오,의약품 제조업,"의약품,원료의약품 제조",2001-12-11,12월,이정진,서울특별시,63160
APS홀딩스,코스닥,APS홀딩스,기타 금융업,인터넷 트래픽 솔루션,2001-12-04,12월,정기로,경기도,54620
코위버,코스닥,코위버,통신 및 방송 장비 제조업,"가입가계 가입자계 광단국장치,SONs-51,OMS-155M,OCSU,E2 가입자 전송장비,SDS-2500 등",2001-12-04,12월,황인환,서울특별시,56360
